ticker,effective_date,sim_datetime,price,value
SPX,2025-01-31,2025-01-31 13:15:00,5950.000000,24.298488
SPX,2025-01-31,2025-01-31 13:15:00,5952.500000,25.741338
SPX,2025-01-31,2025-01-31 13:15:00,5955.000000,26.755365
SPX,2025-01-31,2025-01-31 13:15:00,5957.500000,27.279872
SPX,2025-01-31,2025-01-31 13:15:00,5960.000000,27.267492
SPX,2025-01-31,2025-01-31 13:15:00,5962.500000,26.682580
SPX,2025-01-31,2025-01-31 13:15:00,5965.000000,25.498487
SPX,2025-01-31,2025-01-31 13:15:00,5967.500000,23.694616
SPX,2025-01-31,2025-01-31 13:15:00,5970.000000,21.254384
SPX,2025-01-31,2025-01-31 13:15:00,5972.500000,18.165171
SPX,2025-01-31,2025-01-31 13:15:00,5975.000000,14.421120
SPX,2025-01-31,2025-01-31 13:15:00,5977.500000,10.029190
SPX,2025-01-31,2025-01-31 13:15:00,5980.000000,5.018222
SPX,2025-01-31,2025-01-31 13:15:00,5982.500000,-0.549909
SPX,2025-01-31,2025-01-31 13:15:00,5985.000000,-6.568694
SPX,2025-01-31,2025-01-31 13:15:00,5987.500000,-12.877129
SPX,2025-01-31,2025-01-31 13:15:00,5990.000000,-19.254055
SPX,2025-01-31,2025-01-31 13:15:00,5992.500000,-25.419063
SPX,2025-01-31,2025-01-31 13:15:00,5995.000000,-31.041767
SPX,2025-01-31,2025-01-31 13:15:00,5997.500000,-35.760234
SPX,2025-01-31,2025-01-31 13:15:00,6000.000000,-39.208034
SPX,2025-01-31,2025-01-31 13:15:00,6002.500000,-41.047828
SPX,2025-01-31,2025-01-31 13:15:00,6005.000000,-41.008040
SPX,2025-01-31,2025-01-31 13:15:00,6007.500000,-38.918116
SPX,2025-01-31,2025-01-31 13:15:00,6010.000000,-34.737473
SPX,2025-01-31,2025-01-31 13:15:00,6012.500000,-28.573601
SPX,2025-01-31,2025-01-31 13:15:00,6015.000000,-20.685892
SPX,2025-01-31,2025-01-31 13:15:00,6017.500000,-11.473532
SPX,2025-01-31,2025-01-31 13:15:00,6020.000000,-1.447888
SPX,2025-01-31,2025-01-31 13:15:00,6022.500000,8.808043
SPX,2025-01-31,2025-01-31 13:15:00,6025.000000,18.688759
SPX,2025-01-31,2025-01-31 13:15:00,6027.500000,27.618404
SPX,2025-01-31,2025-01-31 13:15:00,6030.000000,35.099992
SPX,2025-01-31,2025-01-31 13:15:00,6032.500000,40.756189
SPX,2025-01-31,2025-01-31 13:15:00,6035.000000,44.357293
SPX,2025-01-31,2025-01-31 13:15:00,6037.500000,45.833704
SPX,2025-01-31,2025-01-31 13:15:00,6040.000000,45.272159
SPX,2025-01-31,2025-01-31 13:15:00,6042.500000,42.896886
SPX,2025-01-31,2025-01-31 13:15:00,6045.000000,39.038576
SPX,2025-01-31,2025-01-31 13:15:00,6047.500000,34.095314
SPX,2025-01-31,2025-01-31 13:15:00,6050.000000,28.490362
SPX,2025-01-31,2025-01-31 13:15:00,6052.500000,22.631797
SPX,2025-01-31,2025-01-31 13:15:00,6055.000000,16.878553
SPX,2025-01-31,2025-01-31 13:15:00,6057.500000,11.516349
SPX,2025-01-31,2025-01-31 13:15:00,6060.000000,6.745499
SPX,2025-01-31,2025-01-31 13:15:00,6062.500000,2.680851
SPX,2025-01-31,2025-01-31 13:15:00,6065.000000,-0.637730
SPX,2025-01-31,2025-01-31 13:15:00,6067.500000,-3.227467
SPX,2025-01-31,2025-01-31 13:15:00,6070.000000,-5.141531
SPX,2025-01-31,2025-01-31 13:15:00,6072.500000,-6.449133
SPX,2025-01-31,2025-01-31 13:15:00,6075.000000,-7.220734
SPX,2025-01-31,2025-01-31 13:15:00,6077.500000,-7.520864
SPX,2025-01-31,2025-01-31 13:15:00,6080.000000,-7.409054
SPX,2025-01-31,2025-01-31 13:15:00,6082.500000,-6.947212
SPX,2025-01-31,2025-01-31 13:15:00,6085.000000,-6.209951
SPX,2025-01-31,2025-01-31 13:15:00,6087.500000,-5.293444
SPX,2025-01-31,2025-01-31 13:15:00,6090.000000,-4.318604
SPX,2025-01-31,2025-01-31 13:15:00,6092.500000,-3.425887
SPX,2025-01-31,2025-01-31 13:15:00,6095.000000,-2.761384
SPX,2025-01-31,2025-01-31 13:15:00,6097.500000,-2.456410
SPX,2025-01-31,2025-01-31 13:15:00,6100.000000,-2.604780
SPX,2025-01-31,2025-01-31 13:15:00,6102.500000,-3.242850
SPX,2025-01-31,2025-01-31 13:15:00,6105.000000,-4.336863
SPX,2025-01-31,2025-01-31 13:15:00,6107.500000,-5.780639
SPX,2025-01-31,2025-01-31 13:15:00,6110.000000,-7.404649
SPX,2025-01-31,2025-01-31 13:15:00,6112.500000,-8.995604
SPX,2025-01-31,2025-01-31 13:15:00,6115.000000,-10.324295
SPX,2025-01-31,2025-01-31 13:15:00,6117.500000,-11.178491
SPX,2025-01-31,2025-01-31 13:15:00,6120.000000,-11.397034
SPX,2025-01-31,2025-01-31 13:15:00,6122.500000,-10.900777
SPX,2025-01-31,2025-01-31 13:15:00,6125.000000,-9.715617
SPX,2025-01-31,2025-01-31 13:15:00,6127.500000,-7.983007
SPX,2025-01-31,2025-01-31 13:15:00,6130.000000,-5.954291
SPX,2025-01-31,2025-01-31 13:15:00,6132.500000,-3.967209
SPX,2025-01-31,2025-01-31 13:15:00,6135.000000,-2.405774
SPX,2025-01-31,2025-01-31 13:15:00,6137.500000,-1.647855
SPX,2025-01-31,2025-01-31 13:15:00,6140.000000,-2.007390
SPX,2025-01-31,2025-01-31 13:15:00,6142.500000,-3.679543
SPX,2025-01-31,2025-01-31 13:15:00,6145.000000,-6.696976
SPX,2025-01-31,2025-01-31 13:15:00,6147.500000,-10.903865
SPX,2025-01-31,2025-01-31 13:15:00,6150.000000,-15.951903
SPX,2025-01-31,2025-01-31 13:15:00,6152.500000,-21.319870
SPX,2025-01-31,2025-01-31 13:15:00,6155.000000,-26.355956
SPX,2025-01-31,2025-01-31 13:15:00,6157.500000,-30.339966
SPX,2025-01-31,2025-01-31 13:15:00,6160.000000,-32.560730
SPX,2025-01-31,2025-01-31 13:15:00,6162.500000,-32.402161
SPX,2025-01-31,2025-01-31 13:15:00,6165.000000,-29.429339
SPX,2025-01-31,2025-01-31 13:15:00,6167.500000,-23.464119
SPX,2025-01-31,2025-01-31 13:15:00,6170.000000,-14.638606
SPX,2025-01-31,2025-01-31 13:15:00,6172.500000,-3.415402
SPX,2025-01-31,2025-01-31 13:15:00,6175.000000,9.433570
SPX,2025-01-31,2025-01-31 13:15:00,6177.500000,22.892499
SPX,2025-01-31,2025-01-31 13:15:00,6180.000000,35.807014
SPX,2025-01-31,2025-01-31 13:15:00,6182.500000,47.017487
SPX,2025-01-31,2025-01-31 13:15:00,6185.000000,55.502102
SPX,2025-01-31,2025-01-31 13:15:00,6187.500000,60.508239
SPX,2025-01-31,2025-01-31 13:15:00,6190.000000,61.651396
SPX,2025-01-31,2025-01-31 13:15:00,6192.500000,58.965608
SPX,2025-01-31,2025-01-31 13:15:00,6195.000000,52.897185
SPX,2025-01-31,2025-01-31 13:15:00,6197.500000,44.242957
SPX,2025-01-31,2025-01-31 13:15:00,6200.000000,34.043233
SPX,2025-01-31,2025-01-31 13:20:00,6235.000000,31.285915
SPX,2025-01-31,2025-01-31 13:20:00,6232.500000,29.117149
SPX,2025-01-31,2025-01-31 13:20:00,6230.000000,25.244854
SPX,2025-01-31,2025-01-31 13:20:00,6227.500000,19.967796
SPX,2025-01-31,2025-01-31 13:20:00,6225.000000,13.778920
SPX,2025-01-31,2025-01-31 13:20:00,6222.500000,7.337445
SPX,2025-01-31,2025-01-31 13:20:00,6220.000000,1.414724
SPX,2025-01-31,2025-01-31 13:20:00,6217.500000,-3.183841
SPX,2025-01-31,2025-01-31 13:20:00,6215.000000,-5.714237
SPX,2025-01-31,2025-01-31 13:20:00,6212.500000,-5.595855
SPX,2025-01-31,2025-01-31 13:20:00,6210.000000,-2.506160
SPX,2025-01-31,2025-01-31 13:20:00,6207.500000,3.547195
SPX,2025-01-31,2025-01-31 13:20:00,6205.000000,12.190853
SPX,2025-01-31,2025-01-31 13:20:00,6202.500000,22.696913
SPX,2025-01-31,2025-01-31 13:20:00,5905.000000,1.528437
SPX,2025-01-31,2025-01-31 13:20:00,5907.500000,1.587227
SPX,2025-01-31,2025-01-31 13:20:00,5910.000000,1.633484
SPX,2025-01-31,2025-01-31 13:20:00,5912.500000,1.711643
SPX,2025-01-31,2025-01-31 13:20:00,5915.000000,1.871373
SPX,2025-01-31,2025-01-31 13:20:00,5917.500000,2.165069
SPX,2025-01-31,2025-01-31 13:20:00,5920.000000,2.644335
SPX,2025-01-31,2025-01-31 13:20:00,5922.500000,3.355739
SPX,2025-01-31,2025-01-31 13:20:00,5925.000000,4.336236
SPX,2025-01-31,2025-01-31 13:20:00,5927.500000,5.608749
SPX,2025-01-31,2025-01-31 13:20:00,5930.000000,7.178435
SPX,2025-01-31,2025-01-31 13:20:00,5932.500000,9.030092
SPX,2025-01-31,2025-01-31 13:20:00,5935.000000,11.127071
SPX,2025-01-31,2025-01-31 13:20:00,5937.500000,13.411918
SPX,2025-01-31,2025-01-31 13:20:00,5940.000000,15.808774
SPX,2025-01-31,2025-01-31 13:20:00,5942.500000,18.227393
SPX,2025-01-31,2025-01-31 13:20:00,5945.000000,20.568470
SPX,2025-01-31,2025-01-31 13:20:00,5947.500000,22.729738
SPX,2025-01-31,2025-01-31 13:20:00,5950.000000,24.612201
SPX,2025-01-31,2025-01-31 13:20:00,5952.500000,26.125726
SPX,2025-01-31,2025-01-31 13:20:00,5955.000000,27.193283
SPX,2025-01-31,2025-01-31 13:20:00,5957.500000,27.753224
SPX,2025-01-31,2025-01-31 13:20:00,5960.000000,27.759346
SPX,2025-01-31,2025-01-31 13:20:00,5962.500000,27.178877
SPX,2025-01-31,2025-01-31 13:20:00,5965.000000,25.988982
SPX,2025-01-31,2025-01-31 13:20:00,5967.500000,24.172805
SPX,2025-01-31,2025-01-31 13:20:00,5970.000000,21.716325
SPX,2025-01-31,2025-01-31 13:20:00,5972.500000,18.607315
SPX,2025-01-31,2025-01-31 13:20:00,5975.000000,14.837477
SPX,2025-01-31,2025-01-31 13:20:00,5977.500000,10.408348
SPX,2025-01-31,2025-01-31 13:20:00,5980.000000,5.340868
SPX,2025-01-31,2025-01-31 13:20:00,5982.500000,-0.312281
SPX,2025-01-31,2025-01-31 13:20:00,5985.000000,-6.453296
SPX,2025-01-31,2025-01-31 13:20:00,5987.500000,-12.927240
SPX,2025-01-31,2025-01-31 13:20:00,5990.000000,-19.514200
SPX,2025-01-31,2025-01-31 13:20:00,5992.500000,-25.928401
SPX,2025-01-31,2025-01-31 13:20:00,5995.000000,-31.826487
